Topic,Count,Name,Representation,Representative_Docs
10,146,10_options_unpalatable_history_endgame,"['options', 'unpalatable', 'history', 'endgame', 'opinion', 'highly', 'gaza', 'future', 'look', 'silence']","[""`Highly unpalatable options': Who'll run Gaza after the war?"", ""`Menu of highly unpalatable options': Who will run Gaza after the war?"", ""`Menu of highly unpalatable options': Who will run Gaza after the war?""]"
11,144,11_com_ng_19_11,"['com', 'ng', '19', '11', 'india', 'www', 'https', '23', 'dailymirror', 'lk']","['The Israel-Hamas war: Where does India stand?', 'Hamas-Israel war and India', 'Deegawapiya Trust Fund\' receives a donation of 4 million rupees\r\n103602417\t517\t23-11-19\tNG\tblueprint.ng\thttps://www.lankaweb.com/news/items/2023/11/18/un-faces-collapse-amidst-world-war-ahmadiyya-khalifa-warns-of-escalating-tensions-following-oppression-against-palestine/\tUN faces collapse amidst World War: Ahmadiyya Khalifa warns of escalating tensions following oppression against Palestine\r\n103602418\t301\t23-11-19\tNG\tblueprint.ng\thttps://www.lankaweb.com/news/items/2023/11/18/ai-generated-video-to-be-launched-suggesting-prabhakarans-daughter-alive-intelligence-reports/\tAI-generated video to be launched suggesting Prabhakaran\'s daughter alive: Intelligence Reports\r\n103602419\t586\t23-11-19\tNG\tblueprint.ng\thttps://www.lankaweb.com/news/items/2023/11/18/sri-lankan-navy-arrests-22-indian-fishermen-from-tamil-nadus-ramanathapuram-district-seizes-2-boats/\tSri Lankan Navy arrests 22 Indian fishermen from Tamil Nadu\'s Ramanathapuram district, seizes 2 boats\r\n103602420\t431\t23-11-19\tNG\tblueprint.ng\thttps://www.lankaweb.com/news/items/2023/11/18/sajith-tables-slc-letter-to-icc-over-undue-interference/\tSajith tables SLC letter to ICC over undue interference\r\n103602422\t451\t23-11-19\tNG\tblueprint.ng\thttps://www.lankaweb.com/news/items/2023/11/18/terms-of-china-debt-deal-shared-with-official-creditors-committee-cb-governor/\tTerms of China debt deal shared with official creditors\' committee: CB Governor\r\n103602424\t532\t23-11-19\tNG\tblueprint.ng\thttps://www.lankaweb.com/news/items/2023/11/18/sjb-eyes-on-no-confidence-motion-against-cope-chairman/\tSJB eyes on no-confidence motion against COPE chairman\r\n103602598\t1642\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/top-story/SLC-responds-to-Opposition-Leaders-allegations-over-ICC-reporting/155-271571\tSLC responds to Opposition Leader\'s allegations over ICC reporting \r\n103602601\t285\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Minister-accuses-Shammi-of-issuing-threats/108-271592\tMinister accuses Shammi of issuing threats \r\n103602602\t300\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/India-star-named-Player-of-the-Tournament-at-ICC-Mens-Cricket-World-Cup/108-271591\tIndia star named Player of the Tournament at ICC Men\'s Cricket World Cup \r\n103602603\t191\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/No-possibility-of-sugar-shortage-in-country-Siyambalapitiya/108-271590\tNo possibility of sugar shortage in country: Siyambalapitiya \r\n103602604\t915\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Australia-stun-hosts-India-to-win-sixth-title/108-271589\tAustralia stun hosts India to win sixth title \r\n103602606\t360\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Will-not-support-political-parties-to-bring-people-to-their-rallies-Gemunu/108-271586\tWill not support political parties to bring people to their rallies: Gemunu \r\n103602607\t127\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Sudden-flood-situation-in-low-lying-areas-of-Maha-Oya-valley/108-271585\tSudden flood situation in low-lying areas of Maha Oya valley \r\n103602609\t592\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/MDMK-urges-Union-govt-to-deal-toughly-with-Sri-Lanka-on-fishermen-issue/108-271583\tMDMK urges Union govt. to `deal toughly\' with Sri Lanka on fishermen issue \r\n103602610\t602\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Australia-restrict-India-to-240-in-tense-World-Cup-final/108-271577\tAustralia restrict India to 240 in tense World Cup final \r\n103602611\t162\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Group-of-Opposition-MPs-begin-signing-motion-urging-for-select-committee-to-probe-cricket/108-271581\tGroup of Opposition MPs begin signing motion urging for select committee to probe cricket \r\n103602614\t616\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Debt-settlement-President-calls-for-collaboration-among-creditors-intl-financial-institutions/108-271576\tDebt settlement: President calls for collaboration among creditors, int\'l financial institutions \r\n103602616\t385\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Indian-fishermen-detained-by-SL-Navy-freed-after-Finance-Ministers-intervention/108-271573\tIndian fishermen detained by SL Navy freed after Finance Minister\'s intervention \r\n103602617\t707\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Nearly-200-000-new-taxpayers-registered-so-far-in-2023-IRD-tells-COPA/108-271572\tNearly 200,000 new taxpayers registered so far in 2023: IRD tells COPA \r\n103602618\t155\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/Boat-capsizes-in-Marawila-Four-including-Japanese-national-who-went-missing-rescued/108-271569\tBoat capsizes in Marawila: Four including Japanese national who went missing, rescued \r\n103602619\t272\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/breaking-news/VAT-increase-wont-affect-electricity-tariff-assures-State-Minister/108-271568\tVAT increase won\'t affect electricity tariff, assures State Minister \r\n103602620\t718\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/opinion/Positive-action-needed-to-prevent-a-new-aragalaya-EDITORIAL/172-271599\tPositive action needed to prevent a new `aragalaya\' - EDITORIAL \r\n103602621\t1185\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/opinion/POKE-during-COPE-Professors-finger-stirs-Parliament-poisoned-milk-and-hunt-for-the-Fifteen/172-271598\tPOKE during COPE: Professor\'s finger stirs Parliament - poisoned milk and hunt for the `Fifteen\' \r\n103602622\t625\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/news-features/Birthday-tribute-to-King-Charles-III/131-271597\tBirthday tribute to King Charles III \r\n103602623\t1376\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/news-features/Sri-Lankas-Journey-on-Universal-Childrens-Day/131-271596\tSri Lanka\'s Journey on Universal Children\'s Day \r\n103602630\t441\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/cricket/Travis-Head-delivers-World-Cup-final-masterclass-in-POTM-display/315-271594\tTravis Head delivers World Cup final masterclass in POTM display \r\n103602633\t520\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/business-main/SL-told-to-impose-cash-transaction-cap-to-widen-tax-base/245-271613\t & &nbsp; SL told to impose cash transaction cap to widen tax base & \r\n103602634\t420\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/business-news/President-calls-on-Lankan-biz-to-invest-in-neighbouring-countries/273-271612\t & &nbsp; President calls on Lankan biz to invest in neighbouring countries & \r\n103602635\t454\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/business-news/Central-Bank-issues-clarification-on-composition-of-Governing-Board-and-Monetary-Policy-Board/273-271611\t & &nbsp; Central Bank issues clarification on composition of Governing Board and Monetary Policy Board & \r\n103602645\t738\t23-11-19\tNG\tbellanaija.com\thttps://www.dailymirror.lk/press-releases/Harpics-Hummingbird-Tale/335-271570\tHarpic\'s Hummingbird Tale \r\n103602647\t299\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/news/india/uttarkashi-tunnel-collapse-govt-initiates-five-option-action-plan-rescue-trapped-workers-silkyara-anurag-jain-nhidcl-char-dham-ongc-2023-11-19-903466\tUttarkashi tunnel collapse: Govt initiates five-option action plan for rescue of trapped workers\r\n103602648\t335\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/news/india/manipur-airport-high-alert-unidentified-flying-object-ufo-sighting-airspace-latest-updates-2023-11-19-903449\tManipur airport on high alert after unidentified flying object spotted\r\n103602649\t420\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/mizoram/29-myanmar-soldiers-who-crossed-over-to-india-after-gunfight-sent-back-latest-updates-2023-11-19-903440\tMizoram: 29 Myanmar soldiers who crossed over to India after gunfight sent back\r\n103602650\t345\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/west-bengal/kolkata-mamata-banerjee-demands-railways-roll-back-dynamic-pricing-give-priority-to-safety-of-passengers-2023-11-19-903456\tBengal: Mamata demands railways roll back dynamic pricing, give priority to safety of passengers \r\n103602651\t361\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/shah-rukh-khan-sweet-gesture-for-asha-bhosle-during-ind-vs-aus-final-match-goes-viral-watch-2023-11-19-903445\tShah Rukh Khan\'s SWEET gesture for Asha Bhosle during IND vs AUS Final match goes viral | WATCH \r\n103602652\t269\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/ghar-tode-varun-dhawan-to-karan-johar-in-new-koffee-with-karan-8-promo-2023-11-19-903462\t\'Ghar tode\': Varun Dhawan to Karan Johar in new Koffee With Karan 8 promo \r\n103602653\t313\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/west-bengal/kolkata-west-bengal-family-of-four-found-dead-in-apparent-murder-suicide-north-24-parganas-decomposed-bodies-kolkata-police-2023-11-19-903490\tWest Bengal: Decomposed bodies of four of family found in North 24 Parganas \r\n103602654\t246\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/rajasthan/rajasthan-assembly-elections-rahul-gandhi-takes-stock-of-congress-war-room-preparations-upcoming-polls-sukhjinder-singh-randhawa-amrita-dhawan-2023-11-19-903488\tRajasthan Elections: Rahul Gandhi takes stock of Congress war room preparations for upcoming polls \r\n103602655\t388\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/news/india/goa-former-congress-leader-alexio-sequeria-sworn-as-minister-cabinet-nilesh-cabral-resigns-latest-updates-2023-11-19-903482\tFormer Congress leader Alexio Sequeria sworn as minister Goa cabinet \r\n103602657\t300\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/uttar-pradesh/uttar-pradesh-bus-overturns-during-educational-tour-people-injured-including-students-teachers-vivekanand-inter-college-duboulia-bazar-area-2023-11-19-903476\tBus overturns during educational tour: 30 Injured including students, teachers in UP\'s Basti \r\n103602660\t257\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/ind-vs-aus-harbhajan-singh-gets-slammed-for-sexist-remark-on-anushka-sharma-athiya-shetty-2023-11-19-903474\tIND vs AUS: Harbhajan Singh gets SLAMMED for \'sexist\' remark on Anushka Sharma, Athiya Shetty \r\n103602662\t395\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/no-matter-what-woman-sushmita-sens-estranged-sister-in-law-charu-asopa-denied-house-for-being-single-mom-2023-11-19-903468\tSushmita Sen\'s estranged sister-in-law Charu Asopa denied house for being single mom \r\n103602665\t379\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/you-gave-me-my-first-ever-hit-abhishek-bachchan-mourns-dhoom-director-sanjay-gadhvi-s-death-2023-11-19-903432\t\'You gave me my first ever hit\': Abhishek Bachchan mourns \'Dhoom\' director Sanjay Gadhvi\'s death \r\n103602666\t357\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/shah-rukh-khan-s-fearless-act-with-snake-at-isha-ambani-s-party-goes-viral-watch-2023-11-19-903420\tShah Rukh Khan\'s fearless act with snake at Isha Ambani\'s party goes viral | WATCH \r\n103602667\t341\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/celebrities/malayalam-actor-vinod-thomas-dies-at-45-found-dead-inside-his-car-in-kottayam-2023-11-19-903408\tMalayalam actor Vinod Thomas dies at 45, found dead inside his car in Kottayam \r\n103602668\t335\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/celebrities/doom-director-sanjay-gadhvi-dies-at-57-due-to-heart-attack-2023-11-19-903399\tDhoom director Sanjay Gadhvi dies at 57 due to heart attack \r\n103602669\t388\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/celebrities/ind-vs-aus-from-deepika-padukone-to-kapil-dev-celebrities-flying-to-ahmedabad-for-world-cup-final-2023-11-19-903382\tIND vs AUS: From Deepika Padukone to Kapil Dev, celebrities flying to Ahmedabad for World Cup final \r\n103602670\t320\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/news/salman-khan-katrina-kaif-tiger-3-box-office-collection-day-7-2023-11-19-903379\tHow much Salman Khan\'s \'Tiger 3\' earn on weekend? Full box office collection here \r\n103602671\t316\t23-11-19\tNG\tthenewsguru.com\thttps://www.indiatvnews.com/entertainment/celebrities/i-was-going-to-marry-sushmita-sen-breaks-silence-on-dating-lalit-modi-2023-11-19-903357\tI was going to marry..."" Sushmita Sen breaks silence on dating Lalit Modi ']"
12,144,12_netanyahu_benjamin_political_emanuel,"['netanyahu', 'benjamin', 'political', 'emanuel', 'trump', 'ari', 'coons', 'career', 'failures', 'chris']","['Benjamin Netanyahu', 'Benjamin Netanyahu', 'What Will Netanyahu Do Now?']"
13,137,13_kitchen_workers_central_world,"['kitchen', 'workers', 'central', 'world', 'andrçs', 'josç', 'aid', 'strike', 'worker', 'killed']","['Five workers with World Central Kitchen killed in Israeli attack in Gaza, group says', ""Who were the World Central Kitchen workers killed in Israel's strike in Gaza?"", 'Who Were The 7 Aid Workers With World Central Kitchen Killed In Gaza?']"
14,137,14_ukraine_senate_package_house,"['ukraine', 'senate', 'package', 'house', 'aid', 'taiwan', 'passes', '95', 'billion', 'congress']","['Senate Passes Aid Package For Ukraine And Israel In Bipartisan Vote', 'US House passes $95 billion Ukraine, Israel aid package, sends to Senate', 'Senate to take up Ukraine, Israel foreign aid package']"
15,134,15_africa_south_case_genocide,"['africa', 'south', 'case', 'genocide', 'court', 'icj', 'genocidal', 'accusing', 'files', 'international']","['Israel&#x27;s Response to South Africa&#x27;s Gaza Genocide Case at ICJ', ""What to Know About South Africa's Genocide Case Against Israel"", "" What is South Africa's genocide case against Israel? ""]"
16,134,16_truce_extend_extension_extended,"['truce', 'extend', 'extension', 'extended', 'proposal', 'day', 'mediators', 'agreement', 'expires', 'talks']","['Israel and Hamas extend truce by a day', 'Israel and Hamas Extend Their War Truce For Another Day', 'Two more days of truce']"
17,133,17_hostages_released_freed_release,"['hostages', 'released', 'freed', 'release', 'releases', '13', 'prisoners', '14', 'foreigners', 'list']","['Hamas released two American hostages, Israel says', 'These are some of the 24 hostages freed by Hamas, 39 Palestinian prisoners released by Israel', 'Who Are The 13 Israeli Hostages Released By Hamas']"
18,125,18_hospitals_patients_hospital_doctors,"['hospitals', 'patients', 'hospital', 'doctors', 'medical', 'doctor', 'fuel', 'treated', 'main', 'field']","["" Gaza's embattled main hospital buries patients in mass grave "", 'Gaza&#x27;s embattled main hospital buries patients in mass grave', 'Israel-Gaza: Gaza hospitals besieged, medics say patients unable to evacuate']"
19,121,19_icc_arrest_warrants_warrant,"['icc', 'arrest', 'warrants', 'warrant', 'prosecutor', 'leaders', 'seeks', 'crimes', 'criminal', 'netanyahu']","[' Gaza war: ICC chief prosecutor seeks arrest warrants for Israel PM ... ', 'ICC prosecutor seeks Gaza &#x27;war crimes&#x27; arrest warrant for Netanyahu, Hamas leaders', ' ICC seeks arrest warrants for Israeli PM, Hamas leaders ']"
20,119,20_netanyahu_pm_control_vows,"['netanyahu', 'pm', 'control', 'vows', 'victory', 'indefinite', 'quot', 'benjamin', 'beginning', 'demolish']","['More questions than answers as Israeli PM Netanyahu seeks security control over Gaza', 'Netanyahu pushes for indefinite military control over Gaza', ""Ongoing ground operation in Gaza is 'only the beginning' of next phase of war, Israel's PM Benjamin Netanyahu says""]"
21,118,21_biden_trip_visit_policy,"['biden', 'trip', 'visit', 'policy', 'joe', 'wartime', 'president', 'administration', 'colorado', 'tries']","['How Joe Biden got on board with a wartime trip to Israel - and what he hopes to accomplish', 'Biden postpones trip to Colorado amid conflict', 'How President Joe Biden&#x27;s Israel trip came together']"
22,112,22_conflict_palestine_guide_think,"['conflict', 'palestine', 'guide', 'think', 'peace', 'timeline', 'savage', 'truth', 'simple', 'context']","['Israel-Palestine Conflict', 'Israel-Palestine Conflict', 'Israel-Palestine Conflict']"
23,109,23_biden_plan_joe_phase,"['biden', 'plan', 'joe', 'phase', 'mistake', 'end', 'policy', 'losing', 'big', 'indiscriminate']","[""Israeli occupation of Gaza would be a 'big mistake': Joe Biden"", 'Taoiseach has his say on Biden&rsquo;s three-phase plan to end Gaza conflict', 'Israeli occupation of Gaza would be a &#039;big mistake,&#039; warns US President Joe Biden']"
24,108,24_tunnels_tunnel_network_underground,"['tunnels', 'tunnel', 'network', 'underground', 'uncovered', 'idf', 'underneath', 'destroy', 'discovered', 'metro']","[""Here's what to know about Hamas tunnels in Gaza"", 'Israel says Hamas tunnel found at Gaza hospital', 'The Tunnels of Gaza']"
25,107,25_ceasefire_proposal_accepted_deal,"['ceasefire', 'proposal', 'accepted', 'deal', 'cease', 'proposes', 'agreed', 'accepts', 'talks', 'plan']","['Hamas accepts ceasefire proposal in Gaza war, Israel says deal &#x27;far from&#x27; its demands', 'Israel Hamas ceasefire', 'Hamas says it has accepted a ceasefire proposal']"
26,107,26_drones_drone_launches_missiles,"['drones', 'drone', 'launches', 'missiles', 'iran', 'iranian', 'missile', 'launched', 'attack', 'interception']","['Iran launches drones, missiles at Israel in retaliatory attack', 'Iran launches dozens of drones toward Israel', 'Iran Launches Drones, Missiles Toward Israel: Report']"
27,102,27_pier_built_seas_floating,"['pier', 'built', 'seas', 'floating', 'aid', 'rough', 'coast', 'repaired', 'removed', 'damage']","[' US-built pier will be removed from Gaza coast and repaired after damage from rough seas ', ' US-built pier will be removed from Gaza coast and repaired after damage from rough seas ', 'US-built pier will be removed from Gaza coast and repaired after damage from rough seas']"
28,102,28_spain_norway_recognise_ireland,"['spain', 'norway', 'recognise', 'ireland', 'state', 'recognize', 'recognition', 'recognising', 'statehood', 'recognizing']","['Spain, Ireland and Norway recognise Palestinian state', 'Norway, Ireland, Spain to recognise Palestinian state ', 'Norway, Ireland, Spain to recognise Palestinian state']"
29,101,29_bank_west_raid_kill,"['bank', 'west', 'raid', 'kill', 'forces', 'palestinians', 'jenin', 'ministry', 'kills', 'gunman']","[' West Bank Raid ', 'Israeli forces kill two Palestinians in West Bank raid - Hamas', ' Eight Palestinians killed in Israeli West Bank raid ']"
30,101,30_ceasefire_immediate_sustainable_calls,"['ceasefire', 'immediate', 'sustainable', 'calls', 'lasting', 'dua', 'lipa', 'permanent', 'relief', 'unanimity']","[' House calls for Gaza ceasefire ', 'US calls for &#x27;immediate ceasefire&#x27; in Gaza', 'Ceasefire in Gaza now']"
31,101,31_china_beijing_chinese_deeply,"['china', 'beijing', 'chinese', 'deeply', 'concerned', 'self', 'conflict', 'fm', 'fatah', 'wang']","[""`China's is the hand behind Hamas attack on Israel'"", 'China&#8217;s Role on Palestine', 'China calls for peace after Iran&#8217;s strike against Israel &#8211; China Daily']"
32,98,32_biden_american_families_hostages,"['biden', 'american', 'families', 'hostages', 'americans', 'hostage', 'meet', 'released', 'deal', 'old']","['Families of Americans held hostage by Hamas meet with Biden at White House', 'President Biden to meet with families of American hostages', 'Families of American hostages in Gaza meet with Biden']"
33,96,33_airdrop_airdrops_aid_carries,"['airdrop', 'airdrops', 'aid', 'carries', 'goodness', 'birds', 'airdropped', 'humanitarian', 'food', 'drops']","['US carries out first airdrop of aid into Gaza', 'US, Jordan airdrop more aid to Gaza, US military says', 'U.S. to airdrop aid to Gaza, Biden says']"
34,94,34_hezbollah_lebanon_interested_warns,"['hezbollah', 'lebanon', 'interested', 'warns', 'ready', 'intensified', 'backed', 'border', 'changer', 'costly']","['IDF plans for new ground war against Hezbollah', 'Fears grow in Israel of war with Lebanon&#x27;s Hezbollah', 'Is Israel ready for war with Hezbollah?']"
35,94,35_strikes_killed_palestinians_health,"['strikes', 'killed', 'palestinians', 'health', 'kill', 'ministry', 'refugee', 'people', 'camp', '700']","['Gaza health officials say 24 killed in Israeli strikes', 'More than 50 Palestinians killed in Israeli air strikes on Gaza refugee camp, says report', 'More Than 80 Dead After Israeli Strikes on Gaza Refugee Camp, Says Health Ministry']"
36,92,36_lebanon_hezbollah_commander_kills,"['lebanon', 'hezbollah', 'commander', 'kills', 'lebanese', 'journalist', 'reuters', 'strike', 'journalists', 'killed']","['Israeli strike kills Hezbollah commander in Lebanon: security official', 'Israel kills Hezbollah commander in Lebanon strike', 'Israeli strike kills a Hezbollah commander in Lebanon']"
37,92,37_shifa_al_hospital_raid,"['shifa', 'al', 'hospital', 'raid', 'quds', 'troops', 'director', 'zone', 'raids', 'icu']","[""Israeli troops and tanks raid Gaza's Al-Shifa Hospital"", ""Al Shifa Hospital a `death zone': WHO"", ""Israel raids Gaza's Al-Shifa Hospital ""]"
38,92,38_iraq_syria_backed_base,"['iraq', 'syria', 'backed', 'base', 'bases', 'baghdad', 'militia', 'strikes', 'linked', 'militias']","['Iran-backed militias in Iraq claim responsibility for attack on US military base in Syria', 'Iranian-backed militias strike again at US bases in Iraq, Syria', 'US strikes back at Iranian-backed groups that attacked troops in Iraq and Syria: Officials']"
39,90,39_footage_video_videos_unedited,"['footage', 'video', 'videos', 'unedited', 'atrocities', 'shown', 'oct', 'horrific', 'releases', 'massacre']","['Israel Shows Raw Footage of Hamas Atrocities to Journalists', 'Israel releases graphic footage of massacre', 'Israel to show unedited bodycam footage of Oct. 7 Hamas attack']"
40,89,40_latest_things_developments_war,"['latest', 'things', 'developments', 'war', 'hamas', 'youkilis', 'cemented', 'representation', 'months', 'kevin']","['The latest on the Israel-Hamas war', 'The latest on the Israel-Hamas war', 'The latest on the Israel-Hamas war']"
41,89,41_consulate_damascus_syria_iranian,"['consulate', 'damascus', 'syria', 'iranian', 'guards', 'commander', 'airstrike', 'strike', 'consular', 'kills']","['Iranian Guards commander killed in Israeli strike on consulate in Damascus', 'Iranian Guards commander killed in Israeli strike on consulate in Damascus', ""Israel `kills Iranian commander with strike on consulate in Damascus'""]"
42,87,42_festival_music_260_massacre,"['festival', 'music', '260', 'massacre', 'survivor', 'supernova', 'recounts', 'describes', 'goers', 'nova']","['Israel-Hamas conflict: 260 bodies recovered from music festival site', 'Israeli music festival survivor describes horror of Hamas-led attack that left 260 dead', 'When Massacre Came to a Music Festival in Israel']"
43,86,43_icj_ruling_genocide_acts,"['icj', 'ruling', 'genocide', 'acts', 'prevent', 'orders', 'provisional', 'sa', 'order', 'comply']","['After the ICJ tells Israel to prevent acts of genocide, here&#x27;s what the ruling could mean for the war in Gaza', 'ICJ orders Israel to prevent acts of genocide in Gaza', 'Israel genocide case at ICJ']"
44,86,44_children_unicef_child_average,"['children', 'unicef', 'child', 'average', 'minutes', 'laughter', 'graveyard', '10', 'beach', 'dangerous']","['UNICEF says over 13,000 children killed in Gaza in Israel offensive', ' Over 13,000 children killed in Gaza: UNICEF ', 'Children of Gaza']"
45,85,45_rafah_offensive_plans_invasion,"['rafah', 'offensive', 'plans', 'invasion', 'disaster', 'assault', 'operation', 'warns', 'planned', 'dim']","["" Rafah offensive would lead to `humanitarian disaster': UN chief "", 'US, Israel hold talks on plans for Rafah offensive', 'Israel may have to stop its offensive in Rafah']"
46,85,46_declares_eliminates_war_hamas,"['declares', 'eliminates', 'war', 'hamas', 'formally', 'sinwar', 'fatah', 'declared', 'months', 'surprise']","['Israeli PM declares state of war after surprise Hamas attack', 'Israel declares war on hamas', 'Israel formally declares war against Hamas a day after surprise assault']"
